STARTING ROUND 0
100.410.1010795163.cnf,0,0.3630286999978125,410,408
100.410.1039232932.cnf,1,0.1660965999471955,410,410
100.410.1059004828.cnf,0,0.33001179998973384,410,408
100.410.1162274926.cnf,0,0.37703650002367795,410,407
100.410.1167671470.cnf,0,0.3237370999995619,410,408
100.410.1169081110.cnf,0,0.3272757999948226,410,409
100.410.1198757303.cnf,1,0.06743609998375177,410,410
100.410.1203798210.cnf,1,0.15954429999692366,410,410
100.410.1296325318.cnf,0,0.30971410003257915,410,409
100.410.1297652889.cnf,1,0.05213219998404384,410,410
100.410.1300691559.cnf,0,0.33136549999471754,410,409
100.410.1306390556.cnf,0,0.3391235999879427,410,408
100.410.1325082094.cnf,0,0.31793760001892224,410,409
100.410.1343419672.cnf,0,0.326463200035505,410,408
100.410.1352161695.cnf,0,0.30748889996903017,410,408
100.410.1356802637.cnf,1,0.26646910002455115,410,410
100.410.163250976.cnf,0,0.34010170004330575,410,409
100.410.17065549.cnf,0,0.3478095000027679,410,409
100.410.18944532.cnf,1,0.04579909995663911,410,410
100.410.195152248.cnf,0,0.33865610003704205,410,408
100.410.241891775.cnf,1,0.13870230002794415,410,410
100.410.249209365.cnf,0,0.31846680003218353,410,409
100.410.264858125.cnf,1,0.13463290000800043,410,410
100.410.309690489.cnf,0,0.33619519998319447,410,408
100.410.341202973.cnf,0,0.32972749997861683,410,409
100.410.387305577.cnf,0,0.3285565000260249,410,408
100.410.417933666.cnf,0,0.3244365999707952,410,408
100.410.430142855.cnf,0,0.35363369999686256,410,408
100.410.447004890.cnf,0,0.33040710003115237,410,409
100.410.455731701.cnf,0,0.32439259998500347,410,408
100.410.456412111.cnf,0,0.33006479998584837,410,409
100.410.493366755.cnf,0,0.31665589998010546,410,409
100.410.536371506.cnf,1,0.2130168000003323,410,410
100.410.59012100.cnf,1,0.19829420000314713,410,410
100.410.593203825.cnf,0,0.35167269996600226,410,409
100.410.699718290.cnf,0,0.32930709997890517,410,408
100.410.699744512.cnf,0,0.3169612000347115,410,408
100.410.703539617.cnf,0,0.3461790999863297,410,409
100.410.714373159.cnf,0,0.32274400000460446,410,409
100.410.730428774.cnf,1,0.05874270002823323,410,410
100.410.748497649.cnf,1,0.08981510001467541,410,410
100.410.865550131.cnf,0,0.3139350999845192,410,409
100.410.884024713.cnf,0,0.3296985999913886,410,409
100.410.885938738.cnf,0,0.314508699986618,410,406
100.410.891788457.cnf,0,0.3081232999684289,410,407
100.410.943139823.cnf,0,0.3346946999663487,410,409
100.410.947230899.cnf,0,0.3288370000082068,410,407
100.410.951635834.cnf,0,0.3354001000407152,410,409
100.410.956835828.cnf,0,0.32098439999390393,410,408
100.410.965077260.cnf,0,0.31736869999440387,410,409
100.420.1004370250.cnf,0,0.33257500000763685,420,418
100.420.1018887015.cnf,0,0.330936600046698,420,419
100.420.1027789284.cnf,0,0.3242329999920912,420,419
100.420.103750882.cnf,0,0.3236649999744259,420,419
100.420.105354414.cnf,0,0.33989029994700104,420,419
100.420.1137516528.cnf,0,0.3692564000375569,420,418
100.420.1182894637.cnf,0,0.34675939998123795,420,418
100.420.1244568963.cnf,0,0.32247700000880286,420,419
100.420.1252715679.cnf,0,0.33206390001578256,420,419
100.420.1301491304.cnf,0,0.3292864999966696,420,416
100.420.1338323141.cnf,0,0.33533069997793064,420,418
100.420.143119294.cnf,0,0.34301790001336485,420,419
100.420.143200046.cnf,1,0.21004179998999462,420,420
100.420.18433043.cnf,0,0.3332467000000179,420,418
100.420.212275068.cnf,0,0.34286999999312684,420,418
100.420.236603380.cnf,0,0.3819742000196129,420,416
100.420.248389397.cnf,0,0.3163339999737218,420,419
100.420.250339992.cnf,0,0.3279082999797538,420,418
100.420.254227893.cnf,0,0.3531152000068687,420,417
100.420.259141876.cnf,0,0.329902499972377,420,416
100.420.264006863.cnf,0,0.32940540002891794,420,418
100.420.279259170.cnf,1,0.247729700000491,420,420
100.420.306915120.cnf,0,0.3253518000128679,420,417
100.420.350899733.cnf,0,0.3375081000267528,420,418
100.420.462406586.cnf,0,0.37206140003399923,420,419
100.420.508764440.cnf,1,0.084857199981343,420,420
100.420.513314709.cnf,0,0.3552205999731086,420,417
